session_id,noise_level,log_length,evidence_count,failure_cause,affected_service,severity,recommended_action,evidence_lines
sess_02376,none,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_02377,none,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_02378,low,6,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 5, 6]"
sess_02379,medium,10,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 6, 9]"
sess_02380,none,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_02381,low,7,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 6, 7]"
sess_02382,medium,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 4, 6]"
sess_02383,high,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 7]"
sess_02384,medium,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 8]"
sess_02385,none,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02386,high,8,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 4, 5]"
sess_02387,medium,8,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 7]"
sess_02388,medium,10,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 7]"
sess_02389,low,7,2,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6]"
sess_02390,medium,9,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02391,medium,9,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 8]"
sess_02392,none,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02393,high,11,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 8]"
sess_02394,low,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 6]"
sess_02395,medium,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 5, 8]"
sess_02396,high,11,2,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[10, 11]"
sess_02397,none,8,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 8]"
sess_02398,high,11,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02399,medium,7,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 7]"
sess_02400,low,8,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6, 8]"
sess_02401,medium,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 8]"
sess_02402,high,9,2,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 9]"
sess_02403,low,7,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 5, 7]"
sess_02404,medium,11,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_02405,medium,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_02406,high,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_02407,low,7,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 7]"
sess_02408,low,7,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 7]"
sess_02409,none,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_02410,medium,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 7]"
sess_02411,low,7,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 5, 7]"
sess_02412,medium,9,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 6, 9]"
sess_02413,medium,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 5, 7]"
sess_02414,high,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 9]"
sess_02415,medium,8,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 5, 7]"
sess_02416,none,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 7]"
sess_02417,none,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 5, 7]"
sess_02418,high,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02419,medium,9,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 6, 8]"
sess_02420,medium,10,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 7, 9]"
sess_02421,medium,10,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 7]"
sess_02422,medium,9,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 6, 7]"
sess_02423,high,7,2,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6]"
sess_02424,high,10,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 6, 7]"
sess_02425,high,7,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_02426,none,8,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02427,none,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 6]"
sess_02428,none,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 5, 7]"
sess_02429,low,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_02430,low,6,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 5, 6]"
sess_02431,low,6,3,message_queue_backlog,message-queue,medium,scale_resource,"[3, 4, 6]"
sess_02432,low,7,3,resource_exhaustion,payment-service,low,scale_resource,"[4, 5, 7]"
sess_02433,none,6,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 6]"
sess_02434,high,8,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 5, 8]"
sess_02435,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_02436,medium,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 8]"
sess_02437,none,6,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 5, 6]"
sess_02438,high,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 4, 5]"
sess_02439,low,8,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 6, 8]"
sess_02440,medium,8,2,normal_no_issue,gateway,low,no_action_monitor,"[3, 6]"
sess_02441,low,8,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 6, 8]"
sess_02442,low,7,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 6, 7]"
sess_02443,medium,9,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 5, 8]"
sess_02444,high,12,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 7, 10]"
sess_02445,medium,8,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 5, 7]"
sess_02446,medium,9,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 9]"
sess_02447,low,6,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 5, 6]"
sess_02448,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_02449,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 7]"
sess_02450,medium,10,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_02451,low,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 7]"
sess_02452,medium,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 4, 6]"
sess_02453,medium,7,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6]"
sess_02454,low,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02455,medium,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_02456,high,8,3,message_queue_backlog,message-queue,medium,scale_resource,"[3, 4, 5]"
sess_02457,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 7]"
sess_02458,medium,10,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 6, 8]"
sess_02459,none,5,3,database_query_failure,database,high,escalate_to_database_team,"[3, 4, 5]"
sess_02460,medium,7,2,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 7]"
sess_02461,low,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 7]"
sess_02462,medium,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_02463,medium,7,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 6]"
sess_02464,none,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 5, 7]"
sess_02465,high,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_02466,high,10,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 8]"
sess_02467,medium,9,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 7, 9]"
sess_02468,medium,9,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6, 7]"
sess_02469,low,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 5, 7]"
sess_02470,high,8,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 5, 8]"
sess_02471,low,6,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 6]"
sess_02472,low,6,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 5, 6]"
sess_02473,medium,10,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 7, 8]"
sess_02474,medium,7,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 5, 7]"
sess_02475,medium,10,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_02476,medium,11,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 6, 9]"
sess_02477,medium,11,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 8]"
sess_02478,low,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 7]"
sess_02479,low,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 5, 6]"
sess_02480,medium,8,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 4, 7]"
sess_02481,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 9]"
sess_02482,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 7]"
sess_02483,none,5,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 4, 5]"
sess_02484,none,7,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 7]"
sess_02485,high,11,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 9]"
sess_02486,high,9,3,database_query_failure,database,low,escalate_to_database_team,"[3, 6, 7]"
sess_02487,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 4, 7]"
sess_02488,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 7]"
sess_02489,none,7,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6, 7]"
sess_02490,none,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_02491,medium,8,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_02492,low,7,2,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 6]"
sess_02493,medium,7,2,network_timeout,gateway,high,inspect_network_dependency,"[4, 6]"
sess_02494,none,5,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_02495,low,6,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 4, 6]"
sess_02496,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02497,low,6,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 6]"
sess_02498,low,7,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 7]"
sess_02499,medium,8,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 5, 6]"
sess_02500,low,7,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 5, 7]"
sess_02501,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 7]"
sess_02502,low,7,3,network_timeout,gateway,low,inspect_network_dependency,"[4, 6, 7]"
sess_02503,low,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02504,high,11,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 8]"
sess_02505,low,8,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 8]"
sess_02506,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 7, 9]"
sess_02507,none,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 6]"
sess_02508,low,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 6]"
sess_02509,low,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 7]"
sess_02510,medium,10,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 6, 9]"
sess_02511,none,7,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 7]"
sess_02512,medium,9,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 7, 9]"
sess_02513,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02514,high,12,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 7]"
sess_02515,low,6,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 4, 6]"
sess_02516,low,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 5, 7]"
sess_02517,medium,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 5, 7]"
sess_02518,medium,9,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 6, 7]"
sess_02519,high,9,3,message_queue_backlog,message-queue,medium,scale_resource,"[3, 6, 8]"
sess_02520,low,8,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6, 8]"
sess_02521,medium,7,2,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 6]"
sess_02522,high,7,2,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6]"
sess_02523,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 7]"
sess_02524,low,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_02525,low,7,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 5, 7]"
sess_02526,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_02527,low,7,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_02528,medium,8,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_02529,low,6,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_02530,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_02531,medium,9,3,deployment_regression,checkout-service,medium,rollback_deployment,"[4, 5, 8]"
sess_02532,low,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 5, 7]"
sess_02533,none,6,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 4, 6]"
sess_02534,medium,7,2,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6]"
sess_02535,medium,9,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 7]"
sess_02536,medium,10,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 6, 8]"
sess_02537,none,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02538,medium,10,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 8]"
sess_02539,low,8,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 8]"
sess_02540,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02541,low,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02542,medium,9,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 6, 8]"
sess_02543,medium,8,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 5, 8]"
sess_02544,high,9,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 6]"
sess_02545,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_02546,low,6,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 4, 6]"
sess_02547,medium,8,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 6, 8]"
sess_02548,none,6,3,database_query_failure,database,critical,escalate_to_database_team,"[3, 5, 6]"
sess_02549,medium,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 6]"
sess_02550,none,7,2,normal_no_issue,gateway,low,no_action_monitor,"[4, 6]"
sess_02551,medium,8,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 7]"
sess_02552,none,6,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 5, 6]"
sess_02553,medium,10,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 7, 8]"
sess_02554,low,6,3,message_queue_backlog,message-queue,critical,scale_resource,"[3, 5, 6]"
sess_02555,none,8,3,database_query_failure,database,low,escalate_to_database_team,"[4, 6, 8]"
sess_02556,medium,10,3,resource_exhaustion,payment-service,medium,scale_resource,"[4, 6, 9]"
sess_02557,medium,9,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 7]"
sess_02558,low,7,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 5, 7]"
sess_02559,low,6,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 4, 6]"
sess_02560,low,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6, 8]"
sess_02561,medium,8,2,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 7]"
sess_02562,high,10,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 7, 9]"
sess_02563,low,6,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 6]"
sess_02564,high,10,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02565,none,5,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 4, 5]"
sess_02566,low,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6, 7]"
sess_02567,medium,7,2,network_timeout,gateway,high,inspect_network_dependency,"[4, 6]"
sess_02568,medium,9,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 6, 7]"
sess_02569,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_02570,low,8,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 6, 8]"
sess_02571,low,7,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 7]"
sess_02572,high,10,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 7, 9]"
sess_02573,none,8,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 6, 8]"
sess_02574,low,8,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 6, 8]"
sess_02575,low,8,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02576,medium,8,2,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 7]"
sess_02577,low,7,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_02578,none,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_02579,high,10,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 6, 8]"
sess_02580,none,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02581,medium,9,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 6, 8]"
sess_02582,low,8,3,configuration_error,checkout-service,medium,rollback_deployment,"[4, 6, 8]"
sess_02583,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02584,low,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6, 8]"
sess_02585,low,7,2,message_queue_backlog,message-queue,high,scale_resource,"[4, 6]"
sess_02586,low,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_02587,none,5,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 4, 5]"
sess_02588,low,7,2,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6]"
sess_02589,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 7]"
sess_02590,low,6,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 6]"
sess_02591,medium,9,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 6, 9]"
sess_02592,low,6,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 6]"
sess_02593,low,6,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 6]"
sess_02594,high,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 4, 7]"
sess_02595,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 7]"
sess_02596,none,6,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 4, 6]"
sess_02597,low,6,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 6]"
sess_02598,medium,8,2,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 7]"
sess_02599,high,10,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 5, 8]"
sess_02600,high,10,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 7, 8]"
sess_02601,high,7,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 7]"
sess_02602,high,12,3,external_api_failure,payment-service,low,inspect_network_dependency,"[4, 6, 8]"
sess_02603,medium,10,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 4, 7]"
sess_02604,none,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 6, 7]"
sess_02605,medium,7,2,network_timeout,gateway,medium,inspect_network_dependency,"[4, 7]"
sess_02606,low,6,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 5, 6]"
sess_02607,medium,10,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02608,none,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_02609,medium,10,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02610,medium,9,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 4, 7]"
sess_02611,none,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_02612,medium,12,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 7, 10]"
sess_02613,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 7, 10]"
sess_02614,low,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 6]"
sess_02615,low,6,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 5, 6]"
sess_02616,none,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02617,medium,9,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02618,low,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_02619,high,8,2,configuration_error,checkout-service,critical,rollback_deployment,"[4, 7]"
sess_02620,medium,8,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_02621,high,7,2,message_queue_backlog,message-queue,high,scale_resource,"[4, 6]"
sess_02622,low,7,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_02623,high,9,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 6, 8]"
sess_02624,low,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 7]"
sess_02625,none,8,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 8]"
sess_02626,medium,9,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 8]"
sess_02627,none,7,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 5, 7]"
sess_02628,low,5,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_02629,low,6,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 4, 6]"
sess_02630,high,7,2,resource_exhaustion,payment-service,critical,scale_resource,"[4, 7]"
sess_02631,none,6,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 6]"
sess_02632,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02633,medium,10,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 7]"
sess_02634,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_02635,low,5,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 5]"
sess_02636,high,10,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 7]"
sess_02637,medium,11,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 9]"
sess_02638,medium,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 5, 7]"
sess_02639,low,5,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 4, 5]"
sess_02640,none,7,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 6, 7]"
sess_02641,none,6,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 6]"
sess_02642,none,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 5, 7]"
sess_02643,low,6,3,database_query_failure,database,high,escalate_to_database_team,"[3, 4, 6]"
sess_02644,low,8,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 8]"
sess_02645,high,9,2,deployment_regression,checkout-service,critical,rollback_deployment,"[8, 9]"
sess_02646,medium,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_02647,none,7,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 7]"
sess_02648,low,7,2,message_queue_backlog,message-queue,high,scale_resource,"[4, 6]"
sess_02649,high,11,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 5, 9]"
sess_02650,medium,7,2,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 7]"
sess_02651,low,6,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_02652,low,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_02653,medium,11,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 9]"
sess_02654,none,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 7]"
sess_02655,high,12,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 8]"
sess_02656,medium,8,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 4, 6]"
sess_02657,low,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 6]"
sess_02658,low,5,3,message_queue_backlog,message-queue,medium,scale_resource,"[3, 4, 5]"
sess_02659,low,5,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 5]"
sess_02660,medium,10,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 8]"
sess_02661,high,7,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 7]"
sess_02662,high,8,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 8]"
